deuter-backpack	ドイター オルチャ 25 DEUTER デイパック	https://item.rakuten.co.jp/yugakujin/d6810124/			no-amazon(色3色同価格で実売色確定不可)2026-09-10
deuter-backpack	ドイター レース エアー 14+3 自転車 リュック	https://item.rakuten.co.jp/yugakujin/d3204423/			no-amazon(色5色同価格で実売色確定不可)2026-09-10
deuter-backpack	ドイター ルガーノ 20 DEUTER デイパック	https://item.rakuten.co.jp/yugakujin/d6810024/			no-amazon(色3色同価格で実売色確定不可)2026-09-10
deuter-backpack	ドイター エアコンタクト コア 60+10 登山リュック	https://item.rakuten.co.jp/move/d3350524/			no-amazon(楽天商品ページ削除済み404)2026-09-10
gregory-backpack	GREGORY デイパック DAY PACK クラシック	https://item.rakuten.co.jp/gregory-japan/09j-024/			no-amazon(色7色同価格で実売色確定不可)2026-09-10
gregory-backpack	GREGORY イージー ピージー デイ EASY PEASY DAY 18L	https://item.rakuten.co.jp/glv/gre-0049-000/	https://www.amazon.co.jp/dp/B0H98SWLBS		set(型番完全一致)2026-09-10
gregory-backpack	GREGORY カジュアルデイ V2 バックパック	https://item.rakuten.co.jp/alpen/7200575802/	https://www.amazon.co.jp/dp/B0FRS95WJQ		set(型番完全一致)2026-09-10
naturehike-mat	Naturehike 高R値 エアーマット R4.6/R5.8/R8.8 厚手8cm/12cm 超軽量 連接可能 インフレーターマット	https://item.rakuten.co.jp/naturehike-direct/cnh22dz016-ty58y/			no-amazon(R値/色/サイズ3軸で仕様確定不可)2026-09-10
naturehike-mat	Naturehike キャンプマット 厚手5cm/10cm 自動膨張 インフレーターマット 無限連結可能 4シーズン	https://item.rakuten.co.jp/naturehike-direct/nh20dz03/			no-amazon(厚さ/カラー4種で仕様確定不可)2026-09-10
naturehike-mat	Naturehike 高R値 エアーマット R6.5 サイドウォール 厚手10cm -25℃使用可能 空気入れ袋付き	https://item.rakuten.co.jp/naturehike-direct/cnk2450ws038/			no-amazon(Amazon類似品はブランド表記windikeで別ブランドの疑い)2026-09-10
naturehike-mat	Naturehike 電動エアーベッド エアーマット 自動膨張 1/2/3人用 電動ポンプ USB充電式 折り畳み	https://item.rakuten.co.jp/naturehike-direct/cnh23dz10001/			no-amazon(厚さ×人数9通りで仕様確定不可)2026-09-10
naturehike-mat	Naturehike エアーベッド 枕付き 厚さ25cm 1/2/3人用 耐荷重150kg 電動ポンプ USB充電式 高反発	https://item.rakuten.co.jp/naturehike-direct/cnk2450ws040/			no-amazon(記事価格が現行の1/2人用価格と不一致で確定不可)2026-09-10
coleman-two-burner	コールマン ツーバーナーセット ツーバーナーストーブ2+キッチンテーブル+純正LPガス燃料×2点	https://item.rakuten.co.jp/himaraya/000322553set1/			no-amazon(本体+テーブル+ガスのフルセットでAmazon構成一致なし)2026-09-10
coleman-two-burner	コールマン ツーバーナーセット パワーハウスLPツーバーナーストーブ2+純正LPガス燃料×2個	https://item.rakuten.co.jp/himaraya/0000322553set/			no-amazon(本体+ガスセットでAmazon構成一致なし)2026-09-10
coleman-two-burner	コールマン ツーバーナーセット LPツーバーナーストーブレッド+純正LPガス燃料×2個	https://item.rakuten.co.jp/himaraya/0000563892set/			no-amazon(本体+ガスセットでAmazon構成一致なし)2026-09-10
coleman-sleeping-bag	コールマン 封筒型シュラフ コージーII/C5 オレンジ セット 2000034772	https://item.rakuten.co.jp/himaraya/000846756set1/			no-amazon(2個セット品でAmazon構成一致なし)2026-09-10
coleman-sleeping-bag	【Coleman】コールマン ノースリム 寝袋 マミー型 シュラフ 大人用	https://item.rakuten.co.jp/caramelcafe/cot1103goods032f-/			no-amazon(色4系統同価格で実売色確定不可・並行輸入の疑い)2026-09-10
